#x	y	new0_fix	12_	12a	12b
0.0191243	0.494	16.3265	15.2834	15.2142	15.3841
0.0191243	0.5025	14.3469	13.5536	13.5015	13.6396
0.0191243	0.511	12.6167	12.0038	11.958	12.0788
0.0191243	0.5195	10.9687	10.4649	10.4244	10.5312
0.0191243	0.528	9.58105	9.17096	9.1385	9.21179
0.0191243	0.5365	9.10242	8.70406	8.68158	8.74185
0.0191243	0.545	10.3883	9.96672	9.94351	10.0052
0.0191243	0.5535	14.5609	14.2149	14.1789	14.252
0.0191243	0.562	22.3071	21.7747	21.7313	21.8366
0.0191243	0.5705	34.9114	34.2519	34.1878	34.3326
0.0191243	0.579	52.9618	52.1	51.9933	52.2287
0.0197777	0.426	133.063	126.419	127.173	127.146
0.0197777	0.4345	100.238	93.3571	92.9325	94.1746
0.0197777	0.443	72.0385	66.9627	66.6483	67.4374
0.0197777	0.4515	49.7503	46.6913	46.4672	47.0421
0.0197777	0.46	34.3035	31.9857	31.8232	32.2287
0.0197777	0.4685	23.7472	22.0363	21.9183	22.2025
0.0197777	0.477	17.0322	15.7298	15.6372	15.8837
0.0197777	0.4855	13.0841	12.0689	11.9954	12.1629
0.0197777	0.494	10.7044	9.97105	9.92457	10.0483
0.0197777	0.5025	9.1275	8.61462	8.57476	8.67975
0.0197777	0.511	7.78185	7.38233	7.34443	7.43578
0.0197777	0.5195	6.46901	6.16844	6.14004	6.21659
0.0197777	0.528	5.40016	5.16221	5.14141	5.19717
0.0197777	0.5365	5.15916	4.96199	4.94771	4.98591
0.0197777	0.545	6.68986	6.4021	6.38797	6.42197
0.0197777	0.5535	10.7381	10.5115	10.498	10.531
0.0197777	0.562	18.6187	18.3284	18.3023	18.3621
0.0197777	0.5705	31.1705	30.7779	30.7282	30.8382
0.0197777	0.579	48.9383	48.5687	48.3586	48.5928
0.0204311	0.426	125.724	119.995	120.516	120.847
0.0204311	0.4345	92.26	88.8255	87.9286	89.853
0.0204311	0.443	65.877	61.1877	60.9084	61.5932
0.0204311	0.4515	43.8516	41.1955	41.0017	41.4714
0.0204311	0.46	28.6691	26.7641	26.6385	26.9488
0.0204311	0.4685	18.407	17.0432	16.9426	17.207
0.0204311	0.477	12.0609	11.0491	10.9744	11.145
0.0204311	0.4855	8.42105	7.69049	7.64721	7.76316
0.0204311	0.494	6.41266	5.94575	5.91683	6.00125
0.0204311	0.5025	5.22257	4.87653	4.84823	4.92394
0.0204311	0.511	4.22151	3.97287	3.9492	4.00919
0.0204311	0.5195	3.23689	3.06517	3.05571	3.08345
0.0204311	0.528	2.48881	2.33988	2.33259	2.35171
0.0204311	0.5365	2.48199	2.37634	2.36902	2.38804
0.0204311	0.545	4.07355	4.00691	4.0033	4.0128
0.0204311	0.5535	8.29344	8.21056	8.20331	8.22055
0.0204311	0.562	16.1808	16.0619	16.0442	16.0835
0.0204311	0.5705	28.4568	28.4333	28.4502	28.4966
0.0204311	0.579	46.0495	45.7932	45.6716	45.9247
0.0210845	0.426	119.959	114.869	114.153	115.477
0.0210845	0.4345	86.5961	83.2256	82.9677	83.8357
0.0210845	0.443	60.0014	57.7637	56.8737	58.284
0.0210845	0.4515	40.0437	36.9685	36.8126	37.1907
0.0210845	0.46	24.2822	22.7694	22.6492	22.9418
0.0210845	0.4685	14.3601	13.3006	13.219	13.4083
0.0210845	0.477	8.35279	7.57006	7.52601	7.64353
0.0210845	0.4855	5.01155	4.53304	4.50095	4.5916
0.0210845	0.494	3.36906	3.05135	3.03252	3.08639
0.0210845	0.5025	2.54537	2.31293	2.29378	2.34299
0.0210845	0.511	1.81874	1.71567	1.70718	1.72962
0.0210845	0.5195	1.15864	1.1043	1.09844	1.11394
0.0210845	0.528	0.685658	0.646837	0.64375	0.652059
0.0210845	0.5365	0.924402	0.910105	0.908025	0.911756
0.0210845	0.545	2.71693	2.69071	2.68626	2.69577
0.0210845	0.5535	6.96345	6.96432	6.95215	6.97756
0.0210845	0.562	14.7019	14.8263	14.7971	14.8587
0.0210845	0.5705	26.814	26.9259	27.0237	26.9821
0.0210845	0.579	44.023	44.1953	44.0879	44.3104
0.021738	0.426	115.499	110.665	110.15	111.353
0.021738	0.4345	82.4935	79.1792	78.8993	79.5601
0.021738	0.443	55.9317	54.0414	53.9033	54.2409
0.021738	0.4515	35.7768	34.3625	34.2482	34.9369
0.021738	0.46	21.6579	19.9424	19.8445	20.0715
0.021738	0.4685	11.5334	10.7052	10.6536	10.7881
0.021738	0.477	5.77918	5.25761	5.2249	5.31237
0.021738	0.4855	2.77532	2.49389	2.47307	2.52878
0.021738	0.494	1.50009	1.27863	1.26511	1.30144
0.021738	0.5025	0.915483	0.841795	0.835801	0.851701
0.021738	0.511	0.56834	0.556769	0.551843	0.56017
0.021738	0.5195	0.222243	0.220747	0.220142	0.221596
0.021738	0.528	0.0155386	0.0155386	0.0155386	0.0155386
0.021738	0.5365	0.456073	0.456053	0.455674	0.456478
0.021738	0.545	2.3509	2.35137	2.34905	2.35389
0.021738	0.5535	6.66591	6.66246	6.65216	6.6742
0.021738	0.562	14.3797	14.3826	14.3611	14.4065
0.021738	0.5705	26.4091	26.4158	26.375	26.4601
0.021738	0.579	43.4698	43.4665	43.3956	43.5428
0.0223914	0.426	112.28	108.032	107.556	108.663
0.0223914	0.4345	79.6045	76.5585	76.2341	76.9854
0.0223914	0.443	53.3531	51.3348	51.1626	51.5823
0.0223914	0.4515	33.3671	32.259	32.183	32.3668
0.0223914	0.46	19.1356	18.7078	18.648	18.7951
0.0223914	0.4685	9.9831	9.22643	9.18695	9.28981
0.0223914	0.477	4.34098	4.04826	4.02484	4.08572
0.0223914	0.4855	1.6733	1.4908	1.47694	1.51369
0.0223914	0.494	0.654873	0.576588	0.572996	0.582652
0.0223914	0.5025	0.419057	0.416184	0.415642	0.417147
0.0223914	0.511	0.406222	0.405273	0.404378	0.406283
0.0223914	0.5195	0.363066	0.339993	0.337664	0.343334
0.0223914	0.528	0.420962	0.383958	0.381132	0.388771
0.0223914	0.5365	1.06159	1.01046	1.00575	1.01829
0.0223914	0.545	3.0918	3.03257	3.02743	3.04558
0.0223914	0.5535	7.4494	7.39021	7.38029	7.42535
0.0223914	0.562	15.1232	15.0986	15.0791	15.1215
0.0223914	0.5705	27.0579	27.0559	27.0196	27.0967
0.0223914	0.579	43.9654	43.978	43.9146	44.0473
0.0230448	0.426	110.262	106.584	106.103	107.199
0.0230448	0.4345	77.8691	75.4244	74.9992	75.7883
0.0230448	0.443	51.9177	50.2216	50.0188	50.4851
0.0230448	0.4515	32.2112	31.1083	31.0061	31.2523
0.0230448	0.46	18.2601	17.741	17.7015	17.794
0.0230448	0.4685	9.16153	8.89897	8.88334	8.9214
0.0230448	0.477	3.97868	3.85286	3.84353	3.91202
0.0230448	0.4855	1.61708	1.51645	1.51209	1.52326
0.0230448	0.494	0.862223	0.854618	0.853394	0.85669
0.0230448	0.5025	0.963056	0.950771	0.948852	0.953896
0.0230448	0.511	1.27331	1.20935	1.20571	1.21503
0.0230448	0.5195	1.53141	1.42187	1.41276	1.43665
0.0230448	0.528	1.84159	1.71371	1.70295	1.72565
0.0230448	0.5365	2.67441	2.53063	2.52427	2.54272
0.0230448	0.545	4.82741	4.68274	4.66146	4.69684
0.0230448	0.5535	9.2345	9.1156	9.08988	9.11647
0.0230448	0.562	16.9188	16.8274	16.751	16.8571
0.0230448	0.5705	28.7037	28.6513	28.6106	28.6984
0.0230448	0.579	45.4536	45.4322	45.3667	45.508
0.0236982	0.426	109.262	106.085	105.651	106.581
0.0236982	0.4345	77.2403	75.048	74.7945	75.3765
0.0236982	0.443	51.5945	50.1618	50.0072	50.3678
0.0236982	0.4515	32.1287	31.3323	31.2453	31.4526
0.0236982	0.46	18.4111	17.9663	17.9217	18.0273
0.0236982	0.4685	9.55194	9.38393	9.36923	9.4061
0.0236982	0.477	4.64969	4.58446	4.57594	4.59602
0.0236982	0.4855	2.49213	2.48342	2.48167	2.48604
0.0236982	0.494	2.07096	2.06179	2.05916	2.06362
0.0236982	0.5025	2.49996	2.40871	2.40007	2.42311
0.0236982	0.511	3.09034	2.93898	2.92758	2.95781
0.0236982	0.5195	3.63607	3.42167	3.40798	3.4444
0.0236982	0.528	4.24835	3.94643	3.93096	3.9727
0.0236982	0.5365	5.25078	4.94768	4.93186	4.9773
0.0236982	0.545	7.50697	7.20302	7.18533	7.23549
0.0236982	0.5535	11.9413	11.7103	11.6779	11.7235
0.0236982	0.562	19.6136	19.3906	19.3645	19.4282
0.0236982	0.5705	31.3904	31.1765	31.0872	31.2738
0.0236982	0.579	47.8824	47.7679	47.7058	47.8429
0.0243516	0.426	109.332	106.636	106.23	107.125
0.0243516	0.4345	77.6189	75.8339	75.6019	76.1301
0.0243516	0.443	52.231	51.1358	50.9981	51.316
0.0243516	0.4515	33.0251	32.434	32.3598	32.526
0.0243516	0.46	19.5028	19.2517	19.2225	19.2912
0.0243516	0.4685	10.9143	10.8685	10.8617	10.8773
0.0243516	0.477	6.25854	6.24348	6.23818	6.25011
0.0243516	0.4855	4.33846	4.32512	4.32077	4.33163
0.0243516	0.494	4.23979	4.15391	4.14367	4.16339
0.0243516	0.5025	4.97373	4.76295	4.7501	4.78452
0.0243516	0.511	5.8357	5.58028	5.55672	5.60871
0.0243516	0.5195	6.65362	6.32069	6.29402	6.36016
0.0243516	0.528	7.50636	7.07827	7.05243	7.11362
0.0243516	0.5365	8.74242	8.25449	8.23387	8.29163
0.0243516	0.545	11.0996	10.6234	10.6276	10.6587
0.0243516	0.5535	15.5777	15.1539	15.1127	15.2112
0.0243516	0.562	23.208	22.7975	22.7612	22.8716
0.0243516	0.5705	34.8361	34.5695	34.5139	34.6278
0.0243516	0.579	51.1862	50.9673	50.8905	51.0926
0.025005	0.426	109.291	108.135	107.755	108.595
0.025005	0.4345	78.9824	77.5899	77.342	77.861
0.025005	0.443	53.8364	53.0648	52.9477	53.2067
0.025005	0.4515	34.864	34.5027	34.4456	34.5744
0.025005	0.46	21.5834	21.4824	21.4622	21.5063
0.025005	0.4685	13.1822	13.1854	13.1697	13.2027
0.025005	0.477	8.71107	8.70294	8.69625	8.71159
0.025005	0.4855	7.11813	7.03821	7.03164	7.04816
0.025005	0.494	7.32624	7.10653	7.09229	7.1309
0.025005	0.5025	8.32446	7.99138	7.96579	8.03284
0.025005	0.511	9.47231	9.06386	9.03407	9.11377
0.025005	0.5195	10.5549	10.0592	10.0259	10.115
0.025005	0.528	11.6336	11.0369	11.001	11.0979
0.025005	0.5365	13.0963	12.3963	12.3574	12.4599
0.025005	0.545	15.5608	14.8814	14.8518	14.9337
0.025005	0.5535	20.0781	19.4381	19.3989	19.4845
0.025005	0.562	27.6359	27.0602	27.0559	27.1262
0.025005	0.5705	39.1262	38.7142	38.6631	38.8144
0.025005	0.579	55.255	55.0191	54.8794	55.0709
0.0256584	0.426	111.954	110.387	110.223	111.009
0.0256584	0.4345	81.1005	80.0601	79.9162	80.4875
0.0256584	0.443	56.1973	55.8537	55.6983	56.0029
0.0256584	0.4515	37.468	37.4564	37.3867	37.5179
0.0256584	0.46	24.4788	24.4839	24.4467	24.4427
0.0256584	0.4685	16.2836	16.2805	16.2657	16.2965
0.0256584	0.477	12.1132	12.0447	12.0171	12.0611
0.0256584	0.4855	10.7882	10.5899	10.5747	10.6191
0.0256584	0.494	11.2931	10.917	10.8894	10.9512
0.0256584	0.5025	12.5424	12.048	12.0163	12.1017
0.0256584	0.511	13.9648	13.3888	13.35	13.447
0.0256584	0.5195	15.3062	14.6115	14.5675	14.681
0.0256584	0.528	16.6038	15.8173	15.7743	15.8903
0.0256584	0.5365	18.232	17.3354	17.2903	17.4143
0.0256584	0.545	20.8604	19.9336	19.8825	20.0162
0.0256584	0.5535	25.39	24.5205	24.4715	24.59
0.0256584	0.562	32.9011	32.0911	32.0922	32.1905
0.0256584	0.5705	44.2147	43.6999	43.5283	43.7807
0.0256584	0.579	60.3544	59.682	59.6622	59.8857
