
# Surface 0 of 1 surfaces

# Curve title: "file u (getx($1)):(gety($2)):(sqrt(column(c)))"

# Contour 0, label:        3
 0.0915862  2.554  3 
 0.0925002  2.55247  3 
 0.0945522  2.5465  3 
 0.0950002  2.54492  3 
 0.0962626  2.539  3 
 0.0974541  2.5315  3 
 0.0975002  2.53109  3 
 0.0982101  2.524  3 
 0.0986743  2.5165  3 
 0.0988474  2.509  3 
 0.0985714  2.5015  3 
 0.0978107  2.494  3 
 0.0975002  2.49212  3 
 0.096468  2.4865  3 
 0.0950002  2.48142  3 
 0.0939903  2.479  3 
 0.0925002  2.47621  3 
 0.0900002  2.47325  3 
 0.0875002  2.472  3 
 0.0850002  2.47197  3 
 0.0825002  2.47365  3 
 0.0800002  2.47767  3 
 0.0794833  2.479  3 
 0.0775002  2.48602  3 
 0.0773971  2.4865  3 
 0.0762647  2.494  3 
 0.0756014  2.5015  3 
 0.0753042  2.509  3 
 0.0752102  2.5165  3 
 0.0753335  2.524  3 
 0.0757249  2.5315  3 
 0.0764283  2.539  3 
 0.0775002  2.54601  3 
 0.0776089  2.5465  3 
 0.0798253  2.554  3 


# Contour 1, label:        2
 0.0933276  2.494  2 
 0.0925002  2.49106  2 
 0.090372  2.4865  2 
 0.0900002  2.4859  2 
 0.0875002  2.48394  2 
 0.0850002  2.48371  2 
 0.0825002  2.48607  2 
 0.0823051  2.4865  2 
 0.0800002  2.4937  2 
 0.0799382  2.494  2 
 0.0789755  2.5015  2 
 0.0786089  2.509  2 
 0.0785867  2.5165  2 
 0.078913  2.524  2 
 0.0797251  2.5315  2 
 0.0800002  2.53312  2 
 0.0817208  2.539  2 
 0.0825002  2.54082  2 
 0.0850002  2.54211  2 
 0.0875002  2.54134  2 
 0.0900002  2.53915  2 
 0.0900661  2.539  2 
 0.0925002  2.53174  2 
 0.0925564  2.5315  2 
 0.0938315  2.524  2 
 0.0944984  2.5165  2 
 0.0947671  2.509  2 
 0.0944607  2.5015  2 
 0.0933276  2.494  2 


# Contour 2, label:     1.96
 0.0931337  2.494  1.96 
 0.0925002  2.49175  1.96 
 0.0900507  2.4865  1.96 
 0.0900002  2.48642  1.96 
 0.0875002  2.48444  1.96 
 0.0850002  2.48419  1.96 
 0.0825843  2.4865  1.96 
 0.0825002  2.48659  1.96 
 0.0801073  2.494  1.96 
 0.0800002  2.49462  1.96 
 0.0791124  2.5015  1.96 
 0.0787446  2.509  1.96 
 0.0787279  2.5165  1.96 
 0.0790659  2.524  1.96 
 0.0798971  2.5315  1.96 
 0.0800002  2.53211  1.96 
 0.0820179  2.539  1.96 
 0.0825002  2.54012  1.96 
 0.0850002  2.54147  1.96 
 0.0875002  2.54065  1.96 
 0.0893847  2.539  1.96 
 0.0900002  2.53841  1.96 
 0.0923158  2.5315  1.96 
 0.0925002  2.53071  1.96 
 0.0936482  2.524  1.96 
 0.0943342  2.5165  1.96 
 0.0946065  2.509  1.96 
 0.0942913  2.5015  1.96 
 0.0931337  2.494  1.96 


# Contour 3, label:     1.65
 0.0929574  2.5015  1.645 
 0.0925002  2.49873  1.645 
 0.0912936  2.494  1.645 
 0.0900002  2.49107  1.645 
 0.0875002  2.48846  1.645 
 0.0850002  2.48803  1.645 
 0.0825002  2.49105  1.645 
 0.0815476  2.494  1.645 
 0.0802038  2.5015  1.645 
 0.0800002  2.50527  1.645 
 0.0798134  2.509  1.645 
 0.0798398  2.5165  1.645 
 0.0800002  2.51944  1.645 
 0.080307  2.524  1.645 
 0.081637  2.5315  1.645 
 0.0825002  2.53435  1.645 
 0.0850002  2.53644  1.645 
 0.0875002  2.53494  1.645 
 0.0900002  2.5325  1.645 
 0.0903339  2.5315  1.645 
 0.0921449  2.524  1.645 
 0.0925002  2.52153  1.645 
 0.0930407  2.5165  1.645 
 0.0933419  2.509  1.645 
 0.0929574  2.5015  1.645 


# Contour 4, label:        1
 0.0903726  2.509  1 
 0.0900002  2.50532  1 
 0.089354  2.5015  1 
 0.0875002  2.49775  1 
 0.0850002  2.49606  1 
 0.0825987  2.5015  1 
 0.0825002  2.50218  1 
 0.0819382  2.509  1 
 0.082137  2.5165  1 
 0.0825002  2.51964  1 
 0.0838928  2.524  1 
 0.0850002  2.52587  1 
 0.0863664  2.524  1 
 0.0875002  2.52173  1 
 0.0898883  2.5165  1 
 0.0900002  2.51563  1 
 0.0903726  2.509  1 

